code_module,code_presentation,id_student,id_site,activity_type,week_from,week_to,date,sum_click
DDD,2013B,103904,547272,url,,,13,3
DDD,2013B,103904,547272,url,,,13,3
DDD,2013B,103904,547747,url,,,13,1
DDD,2013B,103904,547620,url,,,14,2
DDD,2013B,103904,547700,url,,,14,2
DDD,2013B,103904,547681,url,,,14,1
DDD,2013B,103904,547587,url,,,14,1
DDD,2013B,103904,547589,url,,,14,1
DDD,2013B,103904,547303,url,,,14,3
DDD,2013B,103904,547546,url,,,14,3
DDD,2013B,103904,547272,url,,,25,1
DDD,2013B,103904,547303,url,,,25,2
DDD,2013B,103904,547953,url,,,26,1
DDD,2013B,103904,547307,url,,,26,1
DDD,2013B,103904,547303,url,,,26,1
DDD,2013B,103904,547274,url,,,27,1
DDD,2013B,103904,547272,url,,,27,3
DDD,2013B,103904,547274,url,,,27,1
DDD,2013B,103904,547303,url,,,27,2
DDD,2013B,103904,547272,url,,,27,2
DDD,2013B,103904,547274,url,,,30,2
DDD,2013B,103904,547274,url,,,30,1
DDD,2013B,103904,547303,url,,,30,1
DDD,2013B,103904,547272,url,,,35,2
DDD,2013B,103904,547303,url,,,35,1
DDD,2013B,103904,547272,url,,,35,2
DDD,2013B,103904,547731,url,,,38,1
DDD,2013B,103904,547642,url,,,38,1
DDD,2013B,103904,547953,url,,,38,2
DDD,2013B,103904,547303,url,,,38,3
DDD,2013B,103904,547591,url,,,38,2
DDD,2013B,103904,547633,url,,,38,1
DDD,2013B,103904,547307,url,,,38,1
DDD,2013B,103904,547866,url,,,38,2
DDD,2013B,103904,547855,url,,,38,1
DDD,2013B,103904,547658,url,,,38,1
DDD,2013B,103904,547946,url,,,38,1
DDD,2013B,103904,547937,url,,,38,3
DDD,2013B,103904,547859,url,,,38,1
DDD,2013B,103904,547745,url,,,47,1
DDD,2013B,103904,547272,url,,,47,3
DDD,2013B,103904,547274,url,,,47,1
DDD,2013B,103904,547272,url,,,47,2
DDD,2013B,103904,547675,url,,,47,1
DDD,2013B,103904,547746,url,,,47,1
DDD,2013B,103904,547713,url,,,47,1
DDD,2013B,103904,547690,url,,,47,1
DDD,2013B,103904,547709,url,,,47,1
DDD,2013B,103904,547679,url,,,47,1
DDD,2013B,103904,547307,url,,,47,1
DDD,2013B,103904,547547,url,,,47,4
DDD,2013B,103904,547274,url,,,47,3
DDD,2013B,103904,547697,url,,,47,1
DDD,2013B,103904,547303,url,,,47,9
DDD,2013B,103904,547953,url,,,47,1
DDD,2013B,103904,547748,url,,,47,1
DDD,2013B,103904,547547,url,,,47,1
DDD,2013B,103904,547303,url,,,48,3
DDD,2013B,103904,547857,url,,,49,2
DDD,2013B,103904,547855,url,,,49,2
DDD,2013B,103904,547854,url,,,49,2
DDD,2013B,103904,547859,url,,,49,1
DDD,2013B,103904,547956,url,,,49,2
DDD,2013B,103904,547701,url,,,49,2
DDD,2013B,103904,547680,url,,,49,2
DDD,2013B,103904,547591,url,,,49,2
DDD,2013B,103904,547937,url,,,49,2
DDD,2013B,103904,547605,url,,,49,2
DDD,2013B,103904,547867,url,,,49,2
DDD,2013B,103904,547875,url,,,49,2
DDD,2013B,103904,547640,url,,,49,1
DDD,2013B,103904,547642,url,,,49,2
DDD,2013B,103904,547303,url,,,49,3
DDD,2013B,103904,547633,url,,,49,2
DDD,2013B,103904,547866,url,,,49,2
DDD,2013B,103904,547673,url,,,49,2
DDD,2013B,103904,547900,url,,,49,1
DDD,2013B,103904,547305,url,,,53,1
DDD,2013B,103904,547303,url,,,53,2
DDD,2013B,103904,547954,url,,,53,1
DDD,2013B,103904,547929,url,,,53,1
DDD,2013B,103904,547852,url,,,57,2
DDD,2013B,103904,547912,url,,,57,2
DDD,2013B,103904,547895,url,,,57,17
DDD,2013B,103904,547937,url,,,57,2
DDD,2013B,103904,547945,url,,,57,2
DDD,2013B,103904,547305,url,,,57,2
DDD,2013B,103904,547946,url,,,57,17
DDD,2013B,103904,547947,url,,,57,4
DDD,2013B,103904,547866,url,,,57,2
DDD,2013B,103904,547591,url,,,57,2
DDD,2013B,103904,547953,url,,,57,1
DDD,2013B,103904,547774,url,,,57,16
DDD,2013B,103904,547954,url,,,57,1
DDD,2013B,103904,547303,url,,,57,40
DDD,2013B,103904,547958,url,,,57,2
DDD,2013B,103904,547307,url,,,57,2
DDD,2013B,103904,547305,url,,,63,1
DDD,2013B,103904,547303,url,,,63,4
DDD,2013B,103904,547954,url,,,63,1
DDD,2013B,103904,547303,url,,,68,1
DDD,2013B,103904,547272,url,,,72,8
DDD,2013B,103904,547303,url,,,72,4
DDD,2013B,103904,547272,url,,,72,7
DDD,2013B,103904,547274,url,,,72,3
DDD,2013B,103904,547274,url,,,72,2
DDD,2013B,103904,547272,url,,,73,4
DDD,2013B,103904,547274,url,,,73,11
DDD,2013B,103904,547270,url,,,73,5
DDD,2013B,103904,547270,url,,,73,7
DDD,2013B,103904,547303,url,,,73,5
DDD,2013B,103904,547272,url,,,73,8
DDD,2013B,103904,547274,url,,,73,4
DDD,2013B,103904,547305,url,,,75,1
DDD,2013B,103904,547303,url,,,75,12
DDD,2013B,103904,547947,url,,,75,2
DDD,2013B,103904,547954,url,,,75,2
DDD,2013B,103904,547958,url,,,75,1
DDD,2013B,103904,547658,url,,,76,1
DDD,2013B,103904,547274,url,,,76,2
DDD,2013B,103904,547274,url,,,76,1
DDD,2013B,103904,547272,url,,,76,1
DDD,2013B,103904,547303,url,,,76,4
DDD,2013B,103904,547272,url,,,76,2
DDD,2013B,103904,547274,url,,,77,2
DDD,2013B,103904,547274,url,,,77,4
DDD,2013B,103904,547303,url,,,77,4
DDD,2013B,103904,547303,url,,,79,13
DDD,2013B,103904,547270,url,,,79,4
DDD,2013B,103904,547274,url,,,79,4
DDD,2013B,103904,547274,url,,,79,6
DDD,2013B,103904,547274,url,,,81,2
DDD,2013B,103904,547927,url,,,81,2
DDD,2013B,103904,547274,url,,,81,5
DDD,2013B,103904,547945,url,,,81,2
DDD,2013B,103904,547303,url,,,81,6
DDD,2013B,103904,547593,url,,,81,3
DDD,2013B,103904,547911,url,,,81,2
DDD,2013B,103904,547940,url,,,81,2
DDD,2013B,103904,547924,url,,,81,2
DDD,2013B,103904,547814,url,,,81,2
DDD,2013B,103904,547945,url,,,85,1
DDD,2013B,103904,547947,url,,,85,2
DDD,2013B,103904,547274,url,,,85,1
DDD,2013B,103904,547958,url,,,85,1
DDD,2013B,103904,547274,url,,,85,1
DDD,2013B,103904,547542,url,,,85,6
DDD,2013B,103904,547903,url,,,85,2
DDD,2013B,103904,547929,url,,,85,1
DDD,2013B,103904,547960,url,,,85,1
DDD,2013B,103904,547303,url,,,85,5
DDD,2013B,103904,547304,url,,,85,1
DDD,2013B,103904,547272,url,,,86,5
DDD,2013B,103904,547303,url,,,86,3
DDD,2013B,103904,547274,url,,,86,1
DDD,2013B,103904,547272,url,,,86,2
DDD,2013B,103904,547270,url,,,86,1
DDD,2013B,103904,547272,url,,,94,2
DDD,2013B,103904,547274,url,,,94,1
DDD,2013B,103904,547303,url,,,94,4
DDD,2013B,103904,547272,url,,,94,4
DDD,2013B,103904,547274,url,,,94,2
DDD,2013B,103904,547968,url,,,96,1
DDD,2013B,103904,547303,url,,,96,14
DDD,2013B,103904,547274,url,,,96,2
DDD,2013B,103904,547735,url,,,96,1
DDD,2013B,103904,547968,url,,,96,1
DDD,2013B,103904,547272,url,,,96,1
DDD,2013B,103904,547272,url,,,96,6
DDD,2013B,103904,547929,url,,,96,1
DDD,2013B,103904,547952,url,,,96,2
DDD,2013B,103904,547270,url,,,96,2
DDD,2013B,103904,547304,url,,,96,1
DDD,2013B,103904,547274,url,,,96,2
DDD,2013B,103904,547846,url,,,96,1
DDD,2013B,103904,547665,url,,,97,1
DDD,2013B,103904,547744,url,,,97,1
DDD,2013B,103904,547747,url,,,97,1
DDD,2013B,103904,547303,url,,,97,3
DDD,2013B,103904,547946,url,,,97,1
DDD,2013B,103904,547862,url,,,97,2
DDD,2013B,103904,547274,url,,,98,2
DDD,2013B,103904,547303,url,,,98,3
DDD,2013B,103904,547731,url,,,98,1
DDD,2013B,103904,547274,url,,,98,1
DDD,2013B,103904,547303,url,,,99,4
DDD,2013B,103904,547272,url,,,103,5
DDD,2013B,103904,547274,url,,,103,3
DDD,2013B,103904,547303,url,,,103,13
DDD,2013B,103904,547272,url,,,103,5
DDD,2013B,103904,547274,url,,,103,12
DDD,2013B,103904,547274,url,,,105,1
DDD,2013B,103904,547274,url,,,105,1
DDD,2013B,103904,547303,url,,,105,1
DDD,2013B,103904,547936,url,,,106,2
DDD,2013B,103904,547270,url,,,106,2
DDD,2013B,103904,547270,url,,,106,1
DDD,2013B,103904,547829,url,,,106,3
DDD,2013B,103904,547963,url,,,106,1
DDD,2013B,103904,547631,url,,,106,1
DDD,2013B,103904,547644,url,,,106,2
DDD,2013B,103904,547274,url,,,106,2
DDD,2013B,103904,547303,url,,,106,13
DDD,2013B,103904,547274,url,,,106,3
DDD,2013B,103904,547760,url,,,106,1
DDD,2013B,103904,547272,url,,,107,2
DDD,2013B,103904,547303,url,,,107,2
DDD,2013B,103904,547272,url,,,107,2
DDD,2013B,103904,547274,url,,,107,2
DDD,2013B,103904,547274,url,,,107,1
